Fin de la période,Pays,Code du territoire CLDR,Produit,Motif,Ordonnances du tribunal,"Pouvoir exécutif, police, etc.",Éléments dont la suppression a été demandée
12/31/2012,Allemagne,DE,YouTube,Contenu réservé aux adultes,0,1,17
12/31/2012,Allemagne,DE,Google Groupes,Violence,0,1,1
12/31/2012,Allemagne,DE,Recherche sur le Web Google,Diffamation,157,3,491
12/31/2012,Allemagne,DE,YouTube,Sécurité nationale,0,1,1
12/31/2012,Allemagne,DE,Gmail,Autre,1,0,1
12/31/2012,Allemagne,DE,YouTube,Marque,0,2,11
12/31/2012,Allemagne,DE,YouTube,Confidentialité et sécurité,4,6,21
12/31/2012,Allemagne,DE,YouTube,Diffamation,5,3,19
12/31/2012,Allemagne,DE,YouTube,Violence,0,4,30
12/31/2012,Italie,IT,Google Documents,Diffamation,1,0,1
12/31/2012,Italie,IT,Blogger,Confidentialité et sécurité,1,0,1
12/31/2012,Italie,IT,Blogger,Diffamation,7,0,21
12/31/2012,Italie,IT,Google Sites,Autre,0,1,1
12/31/2012,Italie,IT,YouTube,Contenu réservé aux adultes,0,1,1
12/31/2012,Italie,IT,Google Bloc-notes,Diffamation,1,0,1
12/31/2012,Italie,IT,Recherche sur le Web Google,Marque,1,0,24
12/31/2012,Italie,IT,Picasa Albums Web,Marque,1,0,36
12/31/2012,Italie,IT,Recherche sur le Web Google,Diffamation,3,0,7
12/31/2012,Italie,IT,YouTube,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Italie,IT,YouTube,Intimidation/Harcèlement,0,1,1
12/31/2012,Italie,IT,YouTube,Marque,1,0,1
12/31/2012,Italie,IT,Recherche sur le Web Google,Autre,2,0,2
12/31/2012,Italie,IT,YouTube,Confidentialité et sécurité,2,0,6
12/31/2012,Italie,IT,Google Groupes,Diffamation,1,0,1
12/31/2012,Italie,IT,YouTube,Diffamation,2,0,6
12/31/2012,Japon,JP,Recherche sur le Web Google,Diffamation,1,0,37
12/31/2012,Japon,JP,Recherche sur le Web Google,Confidentialité et sécurité,1,0,1
12/31/2012,Japon,JP,Google+ Local,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Japon,JP,Recherche sur le Web Google,Raison non spécifiée,3,0,39
12/31/2012,Japon,JP,YouTube,Diffamation,0,1,10
12/31/2012,Japon,JP,Google Documents,Droits d'auteur,0,1,2
12/31/2012,Japon,JP,Blogger,Raison non spécifiée,1,0,1
12/31/2012,Madagascar,MG,Blogger,Diffamation,2,0,2
12/31/2012,Inde,IN,Gmail,Raison non spécifiée,0,1,1
12/31/2012,Inde,IN,Google+ Local,Diffamation,0,1,1
12/31/2012,Inde,IN,Google+,Confidentialité et sécurité,1,0,1
12/31/2012,Inde,IN,orkut,Usurpation d'identité,1,3,6
12/31/2012,Inde,IN,Blogger,Confidentialité et sécurité,0,3,3
12/31/2012,Inde,IN,Blogger,Diffamation,3,2,23
12/31/2012,Inde,IN,YouTube,Droits d'auteur,0,1,1
12/31/2012,Inde,IN,Google Vidéos,Droits d'auteur,1,0,1
12/31/2012,Inde,IN,Recherche sur le Web Google,Marque,1,0,1
12/31/2012,Inde,IN,Google Maps,Conflit géographique,0,1,5
12/31/2012,Inde,IN,orkut,Diffamation,0,2,3
12/31/2012,Inde,IN,Google Livres,Droits d'auteur,1,0,1
12/31/2012,Inde,IN,Blogger,Raison non spécifiée,0,2,3
12/31/2012,Inde,IN,YouTube,Autre,0,1,1
12/31/2012,Inde,IN,YouTube,Intimidation/Harcèlement,0,4,10
12/31/2012,Inde,IN,Google Earth,Sécurité nationale,0,1,1
12/31/2012,Inde,IN,Picasa Albums Web,Confidentialité et sécurité,1,0,12
12/31/2012,Inde,IN,YouTube,Blasphème,5,54,2328
12/31/2012,Inde,IN,Recherche sur le Web Google,Confidentialité et sécurité,2,3,256
12/31/2012,Inde,IN,Picasa Albums Web,Usurpation d'identité,1,0,1
12/31/2012,Inde,IN,Google+,Blasphème,0,1,4
12/31/2012,Inde,IN,Blogger,Droits d'auteur,6,0,6
12/31/2012,Inde,IN,Google Images,Diffamation,1,0,3
12/31/2012,Inde,IN,Google+ Local,Confidentialité et sécurité,1,0,1
12/31/2012,Inde,IN,YouTube,Contenu réservé aux adultes,0,3,5
12/31/2012,Inde,IN,Recherche sur le Web Google,Contenu réservé aux adultes,0,1,5
12/31/2012,Inde,IN,Google Images,Blasphème,0,1,1
12/31/2012,Inde,IN,YouTube,Incitation à la haine,0,1,5
12/31/2012,Inde,IN,YouTube,Raison non spécifiée,0,3,13
12/31/2012,Inde,IN,orkut,Raison non spécifiée,0,1,1
12/31/2012,Inde,IN,Profils Google,Usurpation d'identité,0,1,1
12/31/2012,Inde,IN,Recherche sur le Web Google,Diffamation,7,3,48
12/31/2012,Inde,IN,orkut,Confidentialité et sécurité,1,1,3
12/31/2012,Inde,IN,Recherche sur le Web Google,Blasphème,0,1,1
12/31/2012,Inde,IN,Blogger,Contenu réservé aux adultes,0,1,3
12/31/2012,Inde,IN,YouTube,Marque,0,1,13
12/31/2012,Inde,IN,Blogger,Blasphème,0,3,4
12/31/2012,Inde,IN,Gmail,Confidentialité et sécurité,0,1,1
12/31/2012,Inde,IN,YouTube,Confidentialité et sécurité,0,6,9
12/31/2012,Inde,IN,Google Groupes,Confidentialité et sécurité,1,0,1
12/31/2012,Inde,IN,YouTube,Diffamation,3,10,61
12/31/2012,Inde,IN,YouTube,Violence,1,4,94
12/31/2012,Timor oriental,TL,Blogger,Diffamation,0,1,1
12/31/2012,Norvège,NO,Google AdWords,Autre,0,1,4
12/31/2012,Norvège,NO,YouTube,Consommation de drogues,0,1,1
12/31/2012,Taïwan,TW,Google AdWords,Autre,0,1,1
12/31/2012,Taïwan,TW,Recherche sur le Web Google,Diffamation,0,1,1
12/31/2012,Taïwan,TW,YouTube,Autre,0,3,3
12/31/2012,Taïwan,TW,Blogger,Diffamation,0,1,3
12/31/2012,Taïwan,TW,Recherche sur le Web Google,Autre,0,2,3
12/31/2012,Taïwan,TW,Recherche sur le Web Google,Confidentialité et sécurité,0,1,1
12/31/2012,Taïwan,TW,Blogger,Autre,0,1,1
12/31/2012,Monaco,MC,Blogger,Critiques à l'égard du gouvernement,1,0,5
12/31/2012,Chili,CL,Blogger,Diffamation,1,1,2
12/31/2012,Chili,CL,Recherche sur le Web Google,Confidentialité et sécurité,0,1,1
12/31/2012,Chili,CL,YouTube,Raison non spécifiée,1,0,1
12/31/2012,Liban,LB,YouTube,Droits d'auteur,0,1,1
12/31/2012,Liban,LB,YouTube,Blasphème,1,1,2
12/31/2012,Russie,RU,Google App Engine,Incitation au suicide,0,1,1
12/31/2012,Russie,RU,Blogger,Diffamation,2,1,3
12/31/2012,Russie,RU,Blogger,Consommation de drogues,1,18,19
12/31/2012,Russie,RU,YouTube,Consommation de drogues,0,21,21
12/31/2012,Russie,RU,YouTube,Incitation à la haine,0,1,1
12/31/2012,Russie,RU,Blogger,Incitation au suicide,0,1,1
12/31/2012,Russie,RU,ответы,Incitation au suicide,0,22,22
12/31/2012,Russie,RU,YouTube,Incitation au suicide,0,30,30
12/31/2012,Russie,RU,ответы,Consommation de drogues,0,4,4
12/31/2012,Russie,RU,Recherche sur le Web Google,Incitation au suicide,0,2,2
12/31/2012,Russie,RU,YouTube,Confidentialité et sécurité,0,3,3
12/31/2012,Russie,RU,Google Sites,Consommation de drogues,0,7,7
12/31/2012,Belgique,BE,Google Images,Confidentialité et sécurité,0,1,1
12/31/2012,Belgique,BE,Google+,Usurpation d'identité,0,1,1
12/31/2012,Belgique,BE,YouTube,Contenu réservé aux adultes,0,12,17
12/31/2012,Belgique,BE,YouTube,Confidentialité et sécurité,0,1,1
12/31/2012,Belgique,BE,Blogger,Usurpation d'identité,0,1,1
12/31/2012,Belgique,BE,YouTube,Diffamation,2,1,10
12/31/2012,Belgique,BE,Blogger,Droits d'auteur,0,1,1
12/31/2012,Kenya,KE,Blogger,Diffamation,1,0,1
12/31/2012,Palestine,PS,Blogger,Diffamation,1,0,5
12/31/2012,Afrique du Sud,ZA,Recherche sur le Web Google,Diffamation,2,0,7
12/31/2012,Afrique du Sud,ZA,Blogger,Diffamation,1,0,1
12/31/2012,Suède,SE,Google AdWords,Autre,0,1,1
12/31/2012,République tchèque,CZ,Recherche sur le Web Google,Diffamation,2,0,10
12/31/2012,République tchèque,CZ,YouTube,Contenu réservé aux adultes,1,0,1
12/31/2012,Iran,IR,YouTube,Blasphème,0,1,4
12/31/2012,Arabie saoudite,SA,YouTube,Blasphème,0,5,353
12/31/2012,Indonésie,ID,Blogger,Diffamation,0,1,1
12/31/2012,Indonésie,ID,Recherche sur le Web Google,Contenu réservé aux adultes,0,1,1
12/31/2012,Indonésie,ID,YouTube,Blasphème,0,1,45
12/31/2012,Macédoine,MK,YouTube,Confidentialité et sécurité,0,1,1
12/31/2012,Colombie,CO,Blogger,Confidentialité et sécurité,0,1,1
12/31/2012,Colombie,CO,Gmail,Confidentialité et sécurité,0,1,1
12/31/2012,Espagne,ES,Gmail,Raison non spécifiée,1,0,1
12/31/2012,Espagne,ES,Picasa Albums Web,Autre,0,1,1
12/31/2012,Espagne,ES,Blogger,Confidentialité et sécurité,0,4,4
12/31/2012,Espagne,ES,Blogger,Diffamation,6,1,11
12/31/2012,Espagne,ES,Blogger,Autre,0,3,3
12/31/2012,Espagne,ES,Gmail,Usurpation d'identité,0,1,1
12/31/2012,Espagne,ES,YouTube,Raison non spécifiée,0,1,1
12/31/2012,Espagne,ES,Blogger,Raison non spécifiée,1,5,6
12/31/2012,Espagne,ES,YouTube,Sécurité nationale,0,2,2
12/31/2012,Espagne,ES,Recherche sur le Web Google,Diffamation,1,0,1
12/31/2012,Espagne,ES,Recherche sur le Web Google : saisie semi-automatique,Confidentialité et sécurité,0,1,1
12/31/2012,Espagne,ES,YouTube,Intimidation/Harcèlement,0,1,3
12/31/2012,Espagne,ES,Blogger,Contenu réservé aux adultes,0,1,1
12/31/2012,Espagne,ES,Google Images,Contenu réservé aux adultes,0,1,1
12/31/2012,Espagne,ES,YouTube,Confidentialité et sécurité,0,10,12
12/31/2012,Espagne,ES,Google Groupes,Diffamation,1,0,1
12/31/2012,Espagne,ES,Recherche sur le Web Google,Confidentialité et sécurité,0,25,134
12/31/2012,Espagne,ES,YouTube,Diffamation,1,2,4
12/31/2012,Espagne,ES,Blogger,Critiques à l'égard du gouvernement,1,0,1
12/31/2012,Pérou,PE,Recherche sur le Web Google,Diffamation,0,1,3
12/31/2012,Pérou,PE,Blogger,Diffamation,1,1,3
12/31/2012,Pérou,PE,YouTube,Incitation à la haine,0,1,2
12/31/2012,Pérou,PE,YouTube,Diffamation,0,2,3
12/31/2012,Hongrie,HU,Google AdWords,Autre,1,0,29
12/31/2012,Hongrie,HU,YouTube,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Hongrie,HU,Blogger,Diffamation,1,0,1
12/31/2012,Turquie,TR,Blogger,Sécurité nationale,0,1,5
12/31/2012,Turquie,TR,Blogger,Diffamation,35,8,187
12/31/2012,Turquie,TR,Google Images,Intimidation/Harcèlement,1,0,8
12/31/2012,Turquie,TR,YouTube,Consommation de drogues,0,1,1
12/31/2012,Turquie,TR,YouTube,Droits d'auteur,0,1,8
12/31/2012,Turquie,TR,YouTube,Critiques à l'égard du gouvernement,2,9,63
12/31/2012,Turquie,TR,YouTube,Autre,3,0,130
12/31/2012,Turquie,TR,Picasa Albums Web,Raison non spécifiée,0,1,3
12/31/2012,Turquie,TR,YouTube,Intimidation/Harcèlement,0,2,6
12/31/2012,Turquie,TR,Recherche sur le Web Google,Confidentialité et sécurité,3,0,4
12/31/2012,Turquie,TR,YouTube,Blasphème,1,17,970
12/31/2012,Turquie,TR,Google+,Autre,0,1,1
12/31/2012,Turquie,TR,Blogger,Incitation à la haine,0,1,9
12/31/2012,Turquie,TR,Google Images,Diffamation,1,0,1
12/31/2012,Turquie,TR,Recherche sur le Web Google,Droits d'auteur,19,0,8344
12/31/2012,Turquie,TR,Google Documents,Diffamation,0,2,4
12/31/2012,Turquie,TR,YouTube,Contenu réservé aux adultes,2,1,5
12/31/2012,Turquie,TR,Google Images,Usurpation d'identité,1,0,5
12/31/2012,Turquie,TR,YouTube,Sécurité nationale,0,3,18
12/31/2012,Turquie,TR,Recherche sur le Web Google,Diffamation,8,0,95
12/31/2012,Turquie,TR,Blogger,Contenu réservé aux adultes,0,11,68
12/31/2012,Turquie,TR,YouTube,Marque,2,0,4
12/31/2012,Turquie,TR,Google Documents,Confidentialité et sécurité,0,1,1
12/31/2012,Turquie,TR,YouTube,Confidentialité et sécurité,0,1,1
12/31/2012,Turquie,TR,YouTube,Diffamation,8,4,75
12/31/2012,Turquie,TR,Blogger,Critiques à l'égard du gouvernement,1,5,22
12/31/2012,États-Unis,US,Gmail,Raison non spécifiée,1,0,1
12/31/2012,États-Unis,US,Google Scholar,Autre,1,0,1
12/31/2012,États-Unis,US,Blogger,Intimidation/Harcèlement,4,0,5
12/31/2012,États-Unis,US,Google+ Local,Diffamation,5,0,9
12/31/2012,États-Unis,US,Recherche sur le Web Google : saisie semi-automatique,Diffamation,1,0,1
12/31/2012,États-Unis,US,Google Groupes,Droits d'auteur,0,1,1
12/31/2012,États-Unis,US,Google Apps,Usurpation d'identité,0,1,1
12/31/2012,États-Unis,US,Blogger,Confidentialité et sécurité,5,0,12
12/31/2012,États-Unis,US,Blogger,Diffamation,68,0,135
12/31/2012,États-Unis,US,YouTube,Usurpation d'identité,0,2,9
12/31/2012,États-Unis,US,Google Sites,Autre,0,1,1
12/31/2012,États-Unis,US,Picasa Albums Web,Diffamation,2,0,15
12/31/2012,États-Unis,US,Recherche sur le Web Google,Raison non spécifiée,1,0,1
12/31/2012,États-Unis,US,Recherche sur le Web Google,Marque,8,0,194
12/31/2012,États-Unis,US,Blogger,Raison non spécifiée,2,0,3
12/31/2012,États-Unis,US,Google AdWords,Autre,0,10,227
12/31/2012,États-Unis,US,Blogger,Marque,1,0,1
12/31/2012,États-Unis,US,YouTube,Critiques à l'égard du gouvernement,1,2,3
12/31/2012,États-Unis,US,Google+,Diffamation,3,0,6
12/31/2012,États-Unis,US,YouTube,Intimidation/Harcèlement,1,3,7
12/31/2012,États-Unis,US,Recherche sur le Web Google,Autre,7,0,58
12/31/2012,États-Unis,US,Google Groupes,Diffamation,12,0,1730
12/31/2012,États-Unis,US,YouTube,Blasphème,0,1,1
12/31/2012,États-Unis,US,Recherche sur le Web Google,Confidentialité et sécurité,23,7,40
12/31/2012,États-Unis,US,Google Sites,Usurpation d'identité,0,1,1
12/31/2012,États-Unis,US,Blogger,Droits d'auteur,1,0,1
12/31/2012,États-Unis,US,Google Images,Diffamation,2,0,4
12/31/2012,États-Unis,US,Recherche sur le Web Google,Droits d'auteur,5,1,68
12/31/2012,États-Unis,US,Google Documents,Diffamation,1,0,2
12/31/2012,États-Unis,US,Applications Google Play,Marque,1,0,1
12/31/2012,États-Unis,US,YouTube,Contenu réservé aux adultes,0,1,1
12/31/2012,États-Unis,US,YouTube,Raison non spécifiée,0,3,9
12/31/2012,États-Unis,US,Google Sites,Confidentialité et sécurité,1,0,1
12/31/2012,États-Unis,US,Profils Google,Diffamation,1,0,1
12/31/2012,États-Unis,US,Google Images,Confidentialité et sécurité,9,0,18
12/31/2012,États-Unis,US,Recherche sur le Web Google,Diffamation,87,0,1217
12/31/2012,États-Unis,US,Applications Google Play,Droits d'auteur,1,0,1
12/31/2012,États-Unis,US,Blogger,Contenu réservé aux adultes,1,0,6
12/31/2012,États-Unis,US,YouTube,Marque,0,4,4
12/31/2012,États-Unis,US,YouTube,Confidentialité et sécurité,1,8,17
12/31/2012,États-Unis,US,Google Scholar,Confidentialité et sécurité,1,0,3
12/31/2012,États-Unis,US,YouTube,Diffamation,2,0,91
12/31/2012,États-Unis,US,YouTube,Violence,0,5,8
12/31/2012,États-Unis,US,Google AdWords,Marque,2,8,40
12/31/2012,Royaume-Uni,GB,Recherche sur le Web Google : saisie semi-automatique,Diffamation,1,0,3
12/31/2012,Royaume-Uni,GB,Google+ Local,Diffamation,1,0,1
12/31/2012,Royaume-Uni,GB,Blogger,Confidentialité et sécurité,1,0,3
12/31/2012,Royaume-Uni,GB,Gmail,Sécurité nationale,0,1,1
12/31/2012,Royaume-Uni,GB,Blogger,Diffamation,11,1,22
12/31/2012,Royaume-Uni,GB,Google Sites,Autre,0,1,2
12/31/2012,Royaume-Uni,GB,YouTube,Droits d'auteur,0,3,5
12/31/2012,Royaume-Uni,GB,Recherche sur le Web Google,Raison non spécifiée,1,0,1
12/31/2012,Royaume-Uni,GB,Google AdWords,Autre,12,4,45
12/31/2012,Royaume-Uni,GB,YouTube,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Royaume-Uni,GB,YouTube,Autre,0,3,5
12/31/2012,Royaume-Uni,GB,YouTube,Intimidation/Harcèlement,0,9,36
12/31/2012,Royaume-Uni,GB,Recherche sur le Web Google,Confidentialité et sécurité,1,0,1
12/31/2012,Royaume-Uni,GB,Google Images,Diffamation,1,0,3
12/31/2012,Royaume-Uni,GB,YouTube,Incitation à la haine,0,1,1
12/31/2012,Royaume-Uni,GB,YouTube,Contenu réservé aux adultes,0,1,1
12/31/2012,Royaume-Uni,GB,YouTube,Raison non spécifiée,0,2,8
12/31/2012,Royaume-Uni,GB,Google Images,Confidentialité et sécurité,1,0,24
12/31/2012,Royaume-Uni,GB,Recherche sur le Web Google,Diffamation,6,1,10
12/31/2012,Royaume-Uni,GB,YouTube,Sécurité nationale,0,9,58
12/31/2012,Royaume-Uni,GB,YouTube,Marque,0,5,17
12/31/2012,Royaume-Uni,GB,YouTube,Confidentialité et sécurité,0,14,17
12/31/2012,Royaume-Uni,GB,YouTube,Diffamation,0,1,1
12/31/2012,Royaume-Uni,GB,Blogger,Critiques à l'égard du gouvernement,0,1,1
12/31/2012,Royaume-Uni,GB,YouTube,Violence,0,9,19
12/31/2012,Portugal,PT,Recherche sur le Web Google,Diffamation,1,0,1
12/31/2012,Portugal,PT,Blogger,Diffamation,3,0,5
12/31/2012,Portugal,PT,Blogger,Raison non spécifiée,1,0,3
12/31/2012,Slovénie,SI,Blogger,Diffamation,2,0,4
12/31/2012,Kazakhstan,KZ,Blogger,Violence,0,1,1
12/31/2012,Kazakhstan,KZ,YouTube,Violence,0,1,22
12/31/2012,Danemark,DK,Recherche sur le Web Google,Diffamation,1,0,17
12/31/2012,Danemark,DK,YouTube,Critiques à l'égard du gouvernement,0,1,2
12/31/2012,Singapour,SG,YouTube,Blasphème,0,2,7
12/31/2012,Égypte,EG,YouTube,Blasphème,0,1,1
12/31/2012,Autriche,AT,Recherche sur le Web Google,Diffamation,3,1,127
12/31/2012,Autriche,AT,YouTube,Confidentialité et sécurité,0,1,1
12/31/2012,Autriche,AT,YouTube,Diffamation,1,0,2
12/31/2012,Brésil,BR,Gmail,Raison non spécifiée,1,0,1
12/31/2012,Brésil,BR,Google+ Local,Diffamation,1,0,2
12/31/2012,Brésil,BR,orkut,Usurpation d'identité,20,2,24
12/31/2012,Brésil,BR,Blogger,Diffamation,62,4,115
12/31/2012,Brésil,BR,Recherche sur le Web Google,Droit électoral,10,0,10
12/31/2012,Brésil,BR,Picasa Albums Web,Diffamation,2,0,2
12/31/2012,Brésil,BR,Recherche sur le Web Google,Raison non spécifiée,14,2,21
12/31/2012,Brésil,BR,Blogger,Raison non spécifiée,4,6,17
12/31/2012,Brésil,BR,orkut,Incitation à la haine,3,0,11
12/31/2012,Brésil,BR,Picasa Albums Web,Raison non spécifiée,1,0,1
12/31/2012,Brésil,BR,Google+,Diffamation,2,0,2
12/31/2012,Brésil,BR,Picasa Albums Web,Confidentialité et sécurité,1,0,4
12/31/2012,Brésil,BR,Recherche sur le Web Google,Critiques à l'égard du gouvernement,0,2,5
12/31/2012,Brésil,BR,YouTube,Blasphème,0,1,2
12/31/2012,Brésil,BR,Blogger,Droits d'auteur,1,0,4
12/31/2012,Brésil,BR,Google Images,Diffamation,2,1,6
12/31/2012,Brésil,BR,YouTube,Droit électoral,235,3,426
12/31/2012,Brésil,BR,YouTube,Incitation à la haine,0,3,3
12/31/2012,Brésil,BR,YouTube,Raison non spécifiée,3,0,3
12/31/2012,Brésil,BR,Recherche sur le Web Google,Diffamation,40,0,172
12/31/2012,Brésil,BR,Gmail,Confidentialité et sécurité,1,0,1
12/31/2012,Brésil,BR,YouTube,Confidentialité et sécurité,10,0,22
12/31/2012,Brésil,BR,Gmail,Diffamation,2,0,2
12/31/2012,Brésil,BR,YouTube,Violence,1,1,3
12/31/2012,Brésil,BR,Google+,Confidentialité et sécurité,1,0,1
12/31/2012,Brésil,BR,Blogger,Confidentialité et sécurité,4,0,13
12/31/2012,Brésil,BR,Google+,Usurpation d'identité,2,0,2
12/31/2012,Brésil,BR,YouTube,Usurpation d'identité,1,0,4
12/31/2012,Brésil,BR,YouTube,Droits d'auteur,7,1,8
12/31/2012,Brésil,BR,Blogger,Autre,7,3,189
12/31/2012,Brésil,BR,orkut,Diffamation,28,1,57
12/31/2012,Brésil,BR,orkut,Droit électoral,1,0,1
12/31/2012,Brésil,BR,Blogger,Marque,2,0,3
12/31/2012,Brésil,BR,Street View,Confidentialité et sécurité,3,0,3
12/31/2012,Brésil,BR,YouTube,Autre,2,2,4
12/31/2012,Brésil,BR,Blogger,Violence,1,0,2
12/31/2012,Brésil,BR,orkut,Autre,2,0,3
12/31/2012,Brésil,BR,Recherche sur le Web Google,Confidentialité et sécurité,16,2,80
12/31/2012,Brésil,BR,Gmail,Droit électoral,2,0,2
12/31/2012,Brésil,BR,Recherche sur le Web Google,Contenu réservé aux adultes,1,0,5
12/31/2012,Brésil,BR,YouTube,Contenu réservé aux adultes,5,4,11
12/31/2012,Brésil,BR,Blogger,Usurpation d'identité,3,1,9
12/31/2012,Brésil,BR,orkut,Raison non spécifiée,4,7,13
12/31/2012,Brésil,BR,orkut,Confidentialité et sécurité,1,2,3
12/31/2012,Brésil,BR,YouTube,Sécurité nationale,0,1,1
12/31/2012,Brésil,BR,Blogger,Contenu réservé aux adultes,0,1,1
12/31/2012,Brésil,BR,YouTube,Marque,1,0,1
12/31/2012,Brésil,BR,Blogger,Droit électoral,69,0,326
12/31/2012,Brésil,BR,YouTube,Diffamation,60,4,121
12/31/2012,Brésil,BR,Blogger,Critiques à l'égard du gouvernement,1,3,9
12/31/2012,Irlande,IE,YouTube,Intimidation/Harcèlement,0,1,6
12/31/2012,Irlande,IE,YouTube,Incitation au suicide,0,1,1
12/31/2012,Irlande,IE,Gmail,Confidentialité et sécurité,0,1,2
12/31/2012,Irlande,IE,YouTube,Diffamation,0,1,2
